full_tweets,location,quote_count,reply_count,retweet_count,favorite_count,language
تطبيق جميل وسهل يوفر لك تصاريح نظامية وبكل سهولة وانت قاعد في بيتك كذلك تقدر من خلاله تتابع الحالات اليومية وتتابع من خلاله كل جديد عن كورونا وبعد تقدر تبلغ عن الحالات المشتبة فيها بصراحه تطبيق عظيم وجبارشكراً لكم على هالتطبيق العظيمتوكلنا17مليونمستخدم,unknown,0,0,0,0,ar
أسئلة وأجوبة حول لقاح  covid19  خدمتكمرسالتنا جمعيةالرسالةللإسعافالصحياللقاحواجب,unknown,0,0,10,9,ar
"اتمنى من الجهة المسؤولة عن ادارة أزمة كورونا الاستماع لهذة الحلقة النقاشية عن كورونا في الكويت ، اطباء كويتيون لا يقلون",Highbury Stadium 🔴⚪,0,1,1,0,ar
المتحدث باسم الكرملين حول التقارير المتعلقة بتسليم لقاحات روسية ضد كورونا إلى سوريا موسكو تدعم دمشق دائمًاسورية,Lebanon,0,0,0,0,ar
هبوط مبشر جدًا في منحنى الإصابات العالمي بفيروس كورونا والحمد لله  خلي أرضك حية إذا جاه الغيث تزهر نحن على يقين بأنن,unknown,1,22,82,101,ar
وفيات كورونا بأميركا تلامس نصف مليون,Amman,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,فلسطين,0,0,0,0,ar
صباحالخيرمناشدة عاجلة حرمة ولديها طفلين ودخلت الحبس مرتين ولم تستطيع السداد وخرجت مهلة وانتهت المهلة المحددة ساعدو,unknown,0,0,143,4,ar
فيديو رسالة أول سيدة بعد أخذها لقاح كورونا في مركز اللقاحات بمحافظة محايلعسيررصد احمد صوره عكاظ انت,unknown,0,4,64,75,ar
د دويم المويزريالي وزير الصحه  دكتور باسل الصباح سؤال موجه لك شخصيا ما فائدة التطعيم من كورونا علما ان والدتني حفظه الله,دولة الكويت,0,3,17,16,ar
بجهود النائب محمد دحلان وبدعم كريم من دولة الإمارات الشقيقة؛ وصول 20 ألف جرعة من لقاح كورونا لقطاع غزة سيستفيد منها الطوا,unknown,0,0,1,2,ar
الشباب المصري الحر خاصة طلاب الجامعات مش عاجبهم تخبط قرارات وزير التعليم العالي والإصرار على نزولهم بالملايين لإجراء الام,Ljubljana,5,7,64,209,ar
المصالح الشرعية في قرار منع التجمعات والسفر في جائحة كورونا الشيخ احمد بن محمد الخضيري,السعودية - بريدة - المريدسية,0,0,0,0,ar
صباحالخيرمتزوج حديثآوالده متوفيأصابته حاله نفسية بعد تركه للعمليسكن بالإيجاريعول أمه وأختهليس له دخل,unknown,0,0,146,3,ar
وزيرة الصناعة والتجارة تخضع لبرتوكول علاجي من فيروس كورونا,unknown,0,0,0,0,ar
ماتيتش انتهى من بعد اول موسم له مع الفريق ورجع لمستواه شوي بعد كورونا ورجع الحين لمستواه المعفن,unknown,0,0,0,0,ar
اللقاح سبيلنا للانتصار على وباء كورونااللقاحواجبمكتبالصحة,unknown,0,0,1,1,ar
نطالبتمديداعلانالنفط5الاخوه المسئولين في وزارة النفطوالسيد هاشم الهاشم الرئيس التنفيذي لمؤسسة البتروليجب تمديد,unknown,0,1,7,6,ar
نطالبتمديداعلانالنفط5         نطالب نحن الطلبه في كلية الدراسات التكنلوجيه بتمديد فترة إعلان توظيف شركة نفط,unknown,0,0,3,3,ar
سلالة جديدة من فيروس كورونا تراوغ الفحوصللإشتراك بقناتنا على التلجرام,اسطنبول - تركيا ,0,0,0,0,ar
المواقع المخصصة كمراكز للقاح فيروس كورونا بصحة جازان,المملكة العربية السعودية,0,0,13,1,ar
"أعرف عدد كبير من الأشخاص فقدوا عقود عمل بعد جائحة كورونا وأنا كنت من ضمنهم، ولكن حاولت النهوض والبحث عن عملاء وعمل مجددًا وقد",unknown,0,1,2,1,ar
"تظريتي عن كورونا والسلالة الجديدة covid19 والمتحوره ويمكن يجي عنصر ثالث مضاف لها، الموضوع وبكل أختصار كورونا سيكون على مرحلتين او ٣ مراحل وهي الأرجح",unknown,0,0,0,0,ar
"اصاب كورونا ١٢٠ مليون بشري توفي منهم ما يقارب ٢ ،٢ مليون شخص تم تلقيح ١٧٥ مليون بشري عدد الوفيات بينهم صفر خافوا",Lebanon,0,0,19,12,ar
أكثر من نصف مليون وفاة في الولايات المتحدة منذ بدء جائحة فيروس كورونا,"الرياض, المملكة العربية السعودية",0,8,11,12,ar
الرياضالاندكتور عراقي يزور والدته مريضة كورونا في المستشفى وهو لا يستطيع لمسها شوف الأسلوب الحلو مع والدته,المملكة العربية السعودية ,0,0,2,2,ar
"أخذ اللقاح ضد فايروس كورونا المتوفر هو واجبٌ إنساني وأخلاقي ووطني لحماية انفسنا، ولإيقاف انتشار هذه الجائحةللراغب",unknown,0,0,1,1,ar
كوريا الشمالية تتصدى لـ فيروس كورونا,الخاص للإعلانات ,0,0,1,0,ar
نطالب بأنصاف خريجي الكورس الاول وتمديد الاعلان لكي يحق لهم التسجيل الذي طال انتظاره سنتينعلماً بأنهم مستحقين التخرج من شهر 1,unknown,0,0,35,19,ar
منذ ولادتك الى اليوم تم تطعيمك ما لا يقل عن ٢٥ لقاح وانت لا تعرف تفاصيلهملو يبوون مضرتك او زراعة شريحة كان ضروك من ز,unknown,4,7,71,65,ar
كورونا انتهتانا,kuwait,4,1,32,99,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,فلسطين,0,0,0,0,ar
وزارةالصحة 768 إصابة جديدة وتسجيل967 حالة شفاء و5 حالات وفاة بـ فيروسكوفيد19 خلال الـ24 ساعة الماضيةالكويتكوفيد19 c,unknown,0,1,1,2,ar
من المستفيدين من طول ازمة كورونا في الكويت وماذا حدث عندما أحترقت ملفات المناقصات بوزارة الصحة,"الجهراء, دولة الكويت",0,0,6,1,ar
نفسى مرة تكمل جميلها للاخر,unknown,0,0,0,0,ar
أتمنى من وزارة الرياضة بالتنسيق مع وزارة الصحة توفير  لقاح كوفيد١٩ للرياضيين بحكم أنهم أكثر عرضة للإصابة من خلال مشاركاته,المملكة العربية السعودية,3,19,51,40,ar
ملتقى أبناء الجهراء يواكب مستجدات فايرس كورونا ويدق ناقوس الخطر,Kuwait 🇰🇼,0,1,5,3,ar
تغريدات مساعدة للمصابين كورونا للمحتاجين أوكسجين مجانآماأدري شنو الغلط حتى يسون أبلاغات وتنمسح,Iraq,0,0,0,0,ar
"تأجيل أقساط الشعب الكويتيمفروض أن يتم فور الإعلان عن الحظر سواء جزئي أو كلي ، لتعزيز صمود الكويتيين بمواجهة أزمة كورونا",unknown,0,0,2,6,ar
تا تبقى بصحة ومليحامشي صح وأوعا تزيحفيك تحارب كورونالما تساهم بالتلقيحاللقاحواجب,unknown,0,0,5,0,ar
"وزارة الصحة تدشن اليوم، 4 مراكز للقاحات كورونا كوفيد  19 في منطقة الحدود الشمالية، وذلك في كل من قاعة الأمير عبدالعزيز ب",unknown,0,7,20,51,ar
إن اللقاحات تخضع لاختبارات صارمة قبل طرحها في السوق من خلال اختبارها أولا في المختبرات وعلى الحيوانات قبل إخضاعها للتج,unknown,0,0,3,2,ar
"مؤسسة الرعاية الصحية الأولية تبدأ اعتبارا من يوم غد الإثنين تقديم لقاح كوفيد19 المنتج من قبل شركة موديرنا، في ثلاثة من المراكز الصحية التابعة للمؤسسة، وهي مراكز الوجبة ولعبيب والثمامة covid19 coronavirus اذاعةقطر","Doha, Qatar",0,0,0,0,ar
نطالبتمديداعلانالنفط5الاخوه المسئولين في وزارة النفطوالسيد هاشم الهاشم الرئيس التنفيذي لمؤسسة البتروليجب تمديد,دولة الكويت,0,1,8,6,ar
مساعد وزير الصحة ل لميسالحديدي كبار السن المستحقين للقاح كورونا هم من فوق 60 عامالميسالحديدي كلمةأخيرة هالةزايد  on,unknown,0,0,0,0,ar
إيطاليا بصدد تسريع برنامج التطعيم الجماعي لاحتواء كوروناللتفاصيل نتصدرالمشهدcovid19,دولة الإمارات - أبوظبي,0,0,0,0,ar
برنامجأخباركم   مداخلة هاتفية مع د عمار بن عبدالرحمن الرديعانالمشرف العام على مراكز لقاحات كورونا كوفيد١٩ بالمد,المملكة العربية السعودية,0,0,8,4,ar
أستاذ في جامعة جونز هوبكنز كورونا قد يختفي في أبريل والعدد الكبير للمصابين والتطعيمات يساهم في مناعة القطيع العربية,unknown,0,0,0,0,ar
بعد غعلان وزيرة لصحة عن وصول دفعات من لقاح كورونا خلال ساعاتالنائبة راوية مختار تكشف الأولوية في التطعيم بلقاح فيروس كورونا رأيعام,Egypt,0,0,0,0,ar
الكويت تخطط لإنشاء أكبر ميناء بري في الخليج بمنطقة الشعيبة الغربية  ليكون أرضاً للصادرات والواردات والتفتيش الجمركيالك,unknown,0,0,3,4,ar
وصلت دفعة جديدة من لقاحاتفيروسكورونا إلى مطار دبي الدولي يوم الأحد 21 فبراير حيث تجاوزت الإمارات نسبة 50٪ من التلقيح لسكان,unknown,0,0,56,19,ar
الدفاع المدني في جمعية الرسالة للإسعاف الصحي يشارك ب ٧٥ قائد وعنصر اختصاص تمريض في الدورة التدريبية التي نظمتها وزارة الصحة العامة تمهيدا لبدء حملة التلقيح الشاملة المدعومة من منظمة الصحة العالمية للقاح ضد فايروس كورونا من شركة فايزر اللقاحواجب,Lebanon,0,0,0,0,ar
سيثبت الشعب اللبناني أنه يستحق الواقع المرير الذي يعيش فيه إن لم ينجم عن الانتخابات طبقة سياسية غير منتمية إلى الأحزاب أين نحن من العملة الرقمية والسباق الاقتصادي بعد لقاح كورونا والذكاء الاصطناعي والصيحة الريادية التي تجتاح العالم؟,Lebanon,0,0,0,0,ar
"ترا في بنات بالقروبات يعترفون ان فيهم كورونا ويحضرون ، ماينلامون بصراحه لان انتو المسؤولييين  انتو بيدكم تخلونه عن بعددد ، عجز",unknown,0,1,1,1,ar
انتحارطفلبدونالجهله من المستشيخينيساوون بين بلاء الله سبحانهو الظلم المؤسسي الذي يتعرض له البـــدونو يحثونه على الصبرنقول حتى بلاء الله  كورونا لا يمكن الصبر عليه لذا نجدك تحرص على الوقايه من المرض و ولا بد أن تطعم اهلك ضد كورونا أو بلاء الله,Kuwait ,0,0,0,0,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,1,1,102,76,ar
"اوضح من هيك صورة ما عاد يصير، الدولة منهارة ومفلسة، رفع الدعم ومن بعده الفوضى والشباب عم يتقاتلوا عالمقاعد والمحاصصة، وهيد",لبنان,0,0,3,11,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو",unknown,0,0,4,2,ar
أنيسفلسطين والمقاومة  كيف ساهم الراحل أنيسالنقاش في إطلاق عمليات المقاومة في جنوب لبنان؟ أنيسالمقاومة,المملكة المغربية,0,1,7,75,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب ن,unknown,1,0,100,63,ar
ألمانيا تسجل 3883 إصابة جديدة و415 وفاة في كورونا,unknown,0,0,1,0,ar
"محمود عباس يرضى عليك،طلاع من حسابه للصبي",العالم الإسلامي,0,0,0,0,ar
لليوم الثاني على التوالي هاشتاج ياريسارجوكالطلابهتموت يواصل تصدره لمواقع التواصل في مصر بأكثر من 2 مليوني تغريدة,unknown,0,0,5,1,ar
الرئيس عون استقبل وفداً من المؤسسة العامة لتشجيع الاستثمارات في لبنان ايدال واطّلع على عمل المؤسسة في الظروف الراهنة الت,unknown,0,0,2,0,ar
وفيات كورونا بأميركا تتجاوز نصف مليون رغم تراجع ملحوظ المغرّد,unknown,0,0,1,0,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,unknown,0,0,1,2,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو",unknown,0,0,22,16,ar
ألمانيا تسجل 3883 إصابة جديدة و415 وفاة في كورونا,unknown,0,0,2,0,ar
أخبار مبشرة تأتي من العالم المانيا أعلنت عودة للدراسة وبريطانيا الشهر المقبل إن شاء الله الجائحة إلى زوال فقط نلتزم بالتباعد,"الخبر,المملكة العربية السعوديه",1,18,98,187,ar
البرازيل تسجّل 639 وفاة جرّاء مضاعفات الإصابة بفيروس كورونا في الـ24 ساعة الأخيرة,unknown,0,0,1,0,ar
شركةالتعقيمبالرياض نقدم لكم مواد تعقيم خام في القضاء علي مكافحة الفيروسات من بعد وقبل كورونا الرياض السعودية الرياض,unknown,0,0,9,1,ar
البرازيل تسجّل 639 وفاة جرّاء مضاعفات الإصابة بفيروس كورونا في الـ24 ساعة الأخيرة,unknown,0,0,2,0,ar
"الرئيس عون استقبل مدير مكتب المنظمة الدولية للهجرة فوزي الزيود في زيارة وداعية، والمدير الجديد للمنظمة في لبنان ماثيو لوسي",unknown,0,0,1,0,ar
"الرئيس عون استقبل مدير مكتب المنظمة الدولية للهجرة فوزي الزيود في زيارة وداعية، والمدير الجديد للمنظمة في لبنان ماثيو لوسي",unknown,0,0,2,0,ar
طلاب كتير قالوا عندهم كورونا وهينزلو برضو وده غصب عنهم محدش هيضيع سنه من عمره بس كده ممكن يضيع عمر ناس تانيين ملهمش ذ,unknown,0,0,2,3,ar
"تُجري وزارة الصحة 175284 فحص ضمن خططها لتوسيع نطاق الفحوصات، وتكشف عن 3005 إصابة جديدة بفيروس كورونا المستجد، 3515 حالة ش",الامارات /ابوظبي ,1,1,4,6,ar
تفاعلكم الشرطة الإسبانية تداهم حفلا خالف قيود كورونا  والضيوف يختبئون,unknown,0,1,1,1,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,unknown,0,5,34,51,ar
لليوم الثاني على التوالي هاشتاج ياريسارجوكالطلابهتموت يواصل تصدره لمواقع التواصل في مصر بأكثر من 2 مليوني تغريدة,unknown,0,0,6,1,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب,"القاهرة, مصر",0,0,2,1,ar
انا من مصر ولكن كتير بحب لبنان لان شعبها طيب وحنون ربنا يحفظك يا اجمل قمر,unknown,0,0,0,0,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,El awamyh🖤,1,1,103,76,ar
"يلا روح طالب العدو الإسرائيلي بكم كلمة من القلب يوقف إعتداء على سيادة بلدك ويرجّع الأراضي اللبناني المحتلة، وإذا بتمون عل",unknown,0,0,2,19,ar
الإمارات تسجل 3005 إصابات جديدة بفيروس كورونا,"Beirut, Lebanon",0,0,0,0,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,0,0,37,26,ar
بعد وصول توكلنا لـ17 مليونا  تطبيقات حاصرت كورونا في المملكة وساهمت في إدارة الأزمة,unknown,0,3,1,3,ar
تحت ال١٨ وفوق ال٦٠ فايزر والباجي اكسفورد,دولة الكويت,0,0,0,0,ar
صوت لبنان 1003  1005 أبو شقرا لصوت لبنان مزيد من الإرتفاع في سعر صفيحة البنزين غدا ولا أستبعد وصولها الى 100 ألف ليرة,unknown,0,0,0,0,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,1,1,104,76,ar
بحب اعمل مفاجئات, فـلـسـطـيـن-الجليل الأعلى,0,0,0,0,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدولفمطالبنا نحن الطلاب 1,unknown,0,5,133,81,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,"الأسكندرية, مصر",1,1,105,76,ar
"اذا عدد المرضى من كورونا في المستشفيات زاد عن اول، واذا نسبة الاصابات اليومية لمجموع المسحات زادتصارت اكثر من ١٣٪ كانت ١٢٪",unknown,0,0,1,0,ar
النفط يتجاوز حاجز الـ 66 دولار لأول مره منذ بداية جائحة كورونا,"İstanbul, Türkiye",0,0,0,0,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو","كفر الشيخ, مصر",0,0,23,17,ar
المهرج الصهيوني مرعوب من صواريخ حزب الله لبنانويتدخل بالشؤون الجمهورية الإيرانية خوفا من عظمتها وصمودها ودعم الأمة بكاملهاإيران الحق تنتصر على المستكبرين في العالم وتحقق حلم الشعب الإيراني بموقفها الصارم وحماية مصالحهم,unknown,0,0,0,0,ar
لليوم الثاني على التوالي هاشتاج ياريسارجوكالطلابهتموت يواصل تصدره لمواقع التواصل في مصر بأكثر من 2 مليوني تغريدة,unknown,0,0,7,1,ar
ياريسارجوكالطلابهتموتارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الد,unknown,0,0,5,3,ar
ردّت محكمةالتمييز طلب النيابةالعامةالاستئنافية في جبللبنان برئاسة القاضية غادةعون طلبات النقض بحق شركة zr energy dmcc وابقت القرارات القديمة المطعون بها على حالها قضاء لبنان أخبارلبنان آخرالأخبار,Jounieh,0,0,0,0,ar
لليوم الثاني على التوالي هاشتاج ياريسارجوكالطلابهتموت يواصل تصدره لمواقع التواصل في مصر بأكثر من 2 مليوني تغريدة,unknown,0,0,8,2,ar
الجيش بيدافع عن أرضك,Achrafieh-Beirut,0,0,0,0,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب نطالب بأن تكون الامتحانات اونلاين تأجيل الامتحانات الي نهاية العام في حالة عدم القدرة على تطبيق امتحانات الاونلاين ياريسارجوكالطلابهتموت,unknown,0,0,0,0,ar
لليوم الثاني على التوالي هاشتاج ياريسارجوكالطلابهتموت يواصل تصدره لمواقع التواصل في مصر بأكثر من 2 مليوني تغريدة,unknown,0,0,9,2,ar
يا وزيرنا ي جميل صدقني نزول الطلبة للامتحانات مش زي نزولنا في مجموعات صغيرة في مولات أو أفراح هنا اعداد بسيطة وكل واحد متأكد ان صحته تمام هناااااك بالمئات والآلاف في اللجان وناس نازلة عندها كورونا عشان مجبرين والله ياريسارجوكالطلابهتموت,"El Monofia, Egypt",0,0,0,0,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب,unknown,0,0,3,1,ar
"الحمدلله والشكر لله ، تلقيت الجرعه الثانية من لقاح كوفيد  19 في هذا اليوم الثلاثاء  2021223 ،، كل الشكر والتقدير لحكومتنا الرشيده لتسهيل وصوله إلينا ، والشكر ايضاً لوزاره الصحه شكراً معالي وزيّر الصحه ولكل كادر الطبي الذي وجدنا منهم كل الحفاوه والاستقبال","الرياض, المملكة العربية السعودية",0,0,0,0,ar
السجن زاد أكتر من 4500 مسجونة ومزادش غير أوضة واحدة سناءسيف تنتقد استخدام كورونا في السجون للتصفيات السياسية,تونس,0,16,7,25,ar
شاركوا شاركوا اتخيلو بس يارا تزعل وتطفش مننا وتقول علينا ضاعت التربية فينا  غيرالناس,Syria,0,0,0,0,ar
ياجدعان هو في اجتماع بكرا للجنة بتاعت كورونا ولالا,unknown,0,0,0,0,ar
اكيد الحضوري افضل  لكن بسبب ازمة كورونا فالبعد غنيمه,unknown,0,0,0,0,ar
"هل تجوز الصلاة خلف المذياع،مع جائحة كورونا دكتور محمد عبد المقصود",أنا من جنود الله حزب محمد,0,0,1,0,ar
ياريسارجوكالطلابهتموتوفاة طالب في طب اسكندرية بفيروس كورونا ربنا يستر على الطلاب,unknown,0,0,6,3,ar
ياريسارجوكالطلابهتموتوفاة طالب في طب اسكندرية بفيروس كورونا ربنا يستر على الطلاب,unknown,0,0,6,3,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,1,1,105,76,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,"سوهاج, مصر",0,5,35,53,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو",unknown,0,0,5,3,ar
صح وصباحوووو,"Australia, Victoria, Melbourne",0,0,0,0,ar
اتحاد كرة السلة الأردني يجمد نشاطاته ويؤجل البطولات الحالية إلى إشعار آخر بسبب فيروسكورونا  أخبارحياة الأردن عمان كورونا,Hashemite Kingdom of Jordan,0,0,0,0,ar
كل اللي عايزينه ياريس امتحانات إلكتروني اوتأجيل امتحانات الترمين على بعض وبدء الدراسه إلكتروني من الأسبوع القادم ولادك ياريس داخلين على ٣مليون هاشتاج ياريسارجوكالطلابهتموت  covid19,unknown,0,0,0,0,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب,unknown,0,0,4,1,ar
تسلملي ما أشرسك,"Estuaire, Gabon",0,0,0,0,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب,unknown,0,0,5,1,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,"الشرقية, مصر",1,1,106,77,ar
انا من مصر ولكن كتير بحب لبنان لان شعبها طيب وحنون ربنا يحفظك يا اجمل قمر,unknown,0,0,0,0,ar
ماكرون يؤجل زيارتة للبنان بعدتأكد عدم اهتمام السعودية بمشاكل لبنان الايرانيحتى يعود لعروبتة,unknown,0,0,0,0,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو",unknown,0,0,6,4,ar
على ايا معيار من الواسطة ماشي اللقاح بطرابلس؟,Lebanon,0,0,0,0,ar
"تجاوزت الولايات المتحدة، يوم الاثنين، نصف مليون وفاة بكوفيد19 بعد ما يزيد قليلاً على عام من سقوط أول ضحية معروفة لجائحة فيروس",unknown,0,3,4,7,ar
بقع سوداء في البحر قبالة لبنان و إسرائيل  وقطران في أفواه السلاحف  ماذا يجري؟, انصاري وبحرام جذمي ومسكني,0,5,7,17,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو",unknown,0,0,7,4,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب,"Alexandria, Egypt",0,0,7,1,ar
الإمارات تسجل 3005 إصابات جديدة بفيروس كورونا,"Beirut, Lebanon",0,0,0,0,ar
شركة تركية تنتج كمامة إلكترونية للوقاية من فيروس كورونا تصل نسبة الحماية فيها إلى 9995 في الوقت الذي يصل مستوى الحماية في,unknown,0,5,15,51,ar
لليوم الثاني على التوالي هاشتاج ياريسارجوكالطلابهتموت يواصل تصدره لمواقع التواصل في مصر بأكثر من 2 مليوني تغريدة,unknown,0,0,10,3,ar
"طابع أسترالي  جديد لتكريم الأطباء لمكافحتهم وباء كورونا ، أولهم طبيبة مسلمة",unknown,0,0,0,0,ar
الاداريات خارج أجندة وزارةالتعليم يامعالي الوزير قائدات المدارس يتعذرن بعدم وجود تعميم  للتخفيف او تقسيم العمل بين,unknown,1,13,71,39,ar
شركة تركية تنتج كمامة إلكترونية للوقاية من فيروس كورونا تصل نسبة الحماية فيها إلى 9995 في الوقت الذي يصل مستوى الحماية في,دولة الكويت ,0,5,16,51,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,1,1,107,77,ar
حبيبي وصلنا نص مليون وظيفه والاعلان 2016 لكن كورونا طبعا خربت كل شي هههههه, اينما يكون الحق والعدل اكون,0,0,1,0,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو",unknown,0,0,24,18,ar
شحن اثاث من السعودية الى لبنان 0561162260 ارخص الاسعار,unknown,0,0,0,0,ar
مفيش مانع اننا صيع و فشله بردو عادي بس بردو خايفين من كورونا,unknown,0,0,0,0,ar
يا وزيرنا ي جميل صدقني نزول الطلبة للامتحانات مش زي نزولنا في مجموعات صغيرة في مولات أو أفراح هنا اعداد بسيطة وكل واحد,unknown,0,0,1,1,ar
"فكره احسن من الهشتاج بكتير، بص يا سيدي كل طالب منا هيمسك موبايله عادي ويتصل بوزارة الصحة يقولهم انه عنده كورونا هيسألو",unknown,0,2,116,88,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو ضياع",unknown,0,0,47,31,ar
الواحد بقى مرعوب من كميه الرسايل إلى بتنزل إلى هي حتى لو فيك فاكيد في ناس هي عندها كورونا هتنزل مش هتقع,unknown,0,0,7,4,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو ضياع",unknown,0,0,48,31,ar
الإمارات تسجيل 3005 إصابة جديدة بكورونا يوم الثلاثاء و3515 حالة شفاء إضافيةالإمارات كوروناuae,United Arab Emirates,0,0,0,0,ar
كورونا بتزيد مع البرد والارصاد بتحذر من موجة باردة يعني واضح كل الظروف ضد اننا ننزل نمتحن  ياريسارجوكالطلابهتموت,"السويس, مصر",1,0,134,78,ar
يقولون ان ڤيتامين c يحمي من كورونا مابالك بدوله رئيسها c cياريسارجوكالطلابهتموت,unknown,0,0,15,13,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو ضياع",unknown,0,0,49,32,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب,unknown,0,0,7,1,ar
انا من مصر ولكن كتير بحب لبنان لان شعبها طيب وحنون ربنا يحفظك يا اجمل قمر,unknown,0,0,0,0,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب ن,unknown,1,0,101,63,ar
