full_tweets,location,quote_count,reply_count,retweet_count,favorite_count,language
ياريسارجوكالطلابهتموتمينفعش كدا احنا معانا طلبة عندها كورونا وهتيجي الكلية يا ريس هنموت,unknown,0,0,10,6,ar
"الإصطفاف في لبنان سيكون من الآن فصاعداً تحت عنوانين، وهما المؤتمر التأسيسي والمؤتمر الدولي",unknown,0,0,7,20,ar
من 2016 نسمع عن وظائف ولاشفنا شي الحكومة تبيك عاطل اترك عنكم الاجانب و كورونا في ناس عاطله من ايام الملك فهد وعبدالله,المملكة العربية السعودية,0,0,0,0,ar
قال رئيس الوزراء نتنياهوتحدثت مساء أمس مع صديقي مدير عام شركة فايزر ألبرت بورلا واتفقنا على تزويد إسرائيل بلقاحات من صناعة فايزر بدون انقطاع لن يكون هناك أي نقصان فيها وأي انقطاع في تزويدنا بها إذهبوا لتلقي التطعيم كما نتلقى من شركة موديرنا المزيد والمزيد  من اللقاحات,"Jerusalem, Israel",0,0,0,0,ar
صباحالخير ريتويت للتغريدة الي بالاسفل لو تكرمتو,unknown,0,8,15,13,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,unknown,0,5,36,53,ar
لليوم الثاني على التوالي هاشتاج ياريسارجوكالطلابهتموت يواصل تصدره لمواقع التواصل في مصر بأكثر من 2 مليوني تغريدة,unknown,0,0,11,3,ar
بأكثر من 2 مليوني تغريدة هاشتاج ياريسأرجوكالطلابهتموت يتصدره موقع تويتر في مصر للمطالبة بإجراء الامتحانات عن بعد بسبب,unknown,4,3,52,68,ar
وزارة الصحة  انطلاق التطعيم بلقاح كورونا كوفيد١٩ في محافظة القريات بمركز لقاحات كورونا بمركز الرعاية الصحيه الأولية ب,unknown,0,1,214,7,ar
قرار جاء في وقته المناسب لعل وزارتنا الموقره أن تعيد النظر في توقيت دخول طلاب المرحلة الابتدائية إلى منصة التعليم,®™,0,0,229,10,ar
تأثر سوق العمل الاكثر خلال جائحة كورونا المستمرة منذ مطلع العام 2020 و اتخذت الحكومة الفلسطينية عدة اجراءات وخطة طوارئ للحد من تفشي الجائحة ولكن البطالة سيطرت على الكثير من خريجي الجامعات لعدم توفر سوق عمل واستمرار الاغلاقات وتتدني الأجور فلسطين صباحالخير,unknown,0,0,0,0,ar
الله ياخذذ كورونا,𝐷,0,0,0,0,ar
ما في احلى من لبنان,"الرياض, المملكة العربية السعودية",0,1,1,5,ar
السلام عليكم فيه محل بشرق الرياض فيه حالات كورونا ومستمرين بالبيع والشراء رغم  زيادة هذه الحالات وتاكيد اصابتهم فيها,unknown,0,0,0,0,ar
انا من مصر ولكن كتير بحب لبنان لان شعبها طيب وحنون ربنا يحفظك يا اجمل قمر,unknown,0,0,0,0,ar
بأكثر من 2 مليوني تغريدة هاشتاج ياريسأرجوكالطلابهتموت يتصدره موقع تويتر في مصر للمطالبة بإجراء الامتحانات عن بعد بسبب,unknown,4,3,53,68,ar
بعد مسيرات الحراك المباركة  ننتظر ارتفاع  في عدد إصابات كورونا المباركة,unknown,0,0,0,0,ar
دوروني شيا سفيرة امريكا بائعة كمامات,طاريا ؛ البقاع,0,0,0,0,ar
حلوة لبنان تستاهل التعب مو مثل العراق بلد النبل و التضحيات المجانية تعسا لمنظمة الدجل و الكذب الدولية ذات الكيل بمكيالين,unknown,0,0,0,0,ar
ملفات خليجيه واطفال وكبلز ومشاهير بدون حقوق معصيتيراحتي الرياضlلان انقذطلابالجامعهيامدبولي الدمامالان اخوانال,unknown,0,0,3,22,ar
المسؤول الأول هو الغنم المغسول دماغهم اللي بعدهم لاحقين أفسد سياسيين بالعالم المسؤولون في لبنان حرقوا الأخضر واليابس وبعدهم يجدون مساطيل تبايعهم بالروح والدم الله يشفيكم لأنه عقلكم ضارب,unknown,0,0,0,0,ar
أفشّ تغيير لا بالقوم ولا بالزعما عشتم وعاش لبنان,unknown,0,0,0,0,ar
"لبنان ال 16 بالشرق الأوسط، وال 116 عالميا  بدو شوية كمامات وبصير الاول",محور المقاومة,0,0,0,0,ar
ما قاهرن غير انو في عيل فقيرة عم تقبض شهرياً ضمن هيدا البرنامج fresh  و هني معاشن بطّل يسوى فجلة,Beirut,0,0,0,0,ar
الكويت  كاريكاتير رسم المتألقة ساره النومس  كورونا لقاحكورونا ماكوحظر,unknown,0,1,20,5,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلاب,unknown,0,0,8,2,ar
تحدثت مساء أمس مع صديقي مدير عام شركة فايزر ألبرت بورلا واتفقنا على تزويد إسرائيل بلقاحات من صناعة فايزر بدون انقطاع لن يكون هناك أي نقصان فيها وأي انقطاع في تزويدنا بها إذهبوا لتلقي التطعيم كما نتلقى من شركة موديرنا المزيد والمزيد  من اللقاحات إذهبوا إلى تلقي التطعيم,"أورشليم القدس, اسرائيل",0,0,0,0,ar
نزول طلاب الجامعات هو كارثه وبائيه بكل المقاييس اذا لم يكن هناك امكانيه لإجراء الاختبارات اونلاين نطالب بضم الترمين,"السويس, مصر",0,1,110,61,ar
يا وزيرنا ي جميل صدقني نزول الطلبة للامتحانات مش زي نزولنا في مجموعات صغيرة في مولات أو أفراح هنا اعداد بسيطة وكل واحد,unknown,0,0,2,1,ar
ياريسارجوكالطلابهتموتحد يعرف الوزارة اننا مش بنطير على اللجان من البيت للجنه على طول دا في مواصلات واحنا طبعا عارفي الم,unknown,0,1,29,14,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلا,unknown,0,0,1,3,ar
"ازاي تقول لطالب لوعندك كورونا وخايف تتصاب أنت وأهلك اعتذر عن الإمتحان وتعالا السنة الجاية امتحن ومش هنحسبهولك رسوب،هو",unknown,0,0,25,18,ar
الطلاب المصريين مسوين هاشتاق يبون الدراسه عن بعد عشان ازمة كورونا وصديقتي التويتريه ريم طلبت مني انشر الهاشتاق وتبي السع,unknown,0,5,37,53,ar
انا من مصر ولكن كتير بحب لبنان لان شعبها طيب وحنون ربنا يحفظك يا اجمل قمر,unknown,0,0,0,0,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدولفمطالبنا نحن الطل,unknown,0,1,21,10,ar
مشتاق الكم يا اهلنا في حايلlلانلعنبو كورونا اللي تبعدنا عنكم جعل السحاب الي مساقه لـ حايليسقي ثرى برزان واطراف عقده,unknown,0,4,37,23,ar
ومابال الغيوم تتعارك ؟أهي أحلام الناس أم هي همومهم ؟فجر دمشق,unknown,0,0,0,0,ar
"في مقبرة الجلاز في تونس، يحمل 4 رجال جثمانا موضوعا في كيس بلاستيكي ويضعونه في الحفرة المخصصة له بعد أن يتلو عليه أقاربه الفاتحة فيما يخرق رهبة المكان صوت لطفي يجهش بالبكاء على أخيه صالح الذي يوارى الثرى بعد وفاته بسبب كورونا",unknown,0,0,0,0,ar
رئيس عمليات الجيشالإسرائيلي محذراً نصرالله يعرف ثمن محاولة تغيير  المعادلة لبنانإسرائيل,unknown,0,0,0,0,ar
٢ونص مليون تغريدة انتي فين ي حكومة,unknown,0,0,0,0,ar
"من أجل الحصول على تعافي شامل ومساوي لكلا الجنسين، علينا أن نضع النساء في قلب الإستجابة لـ كوفيد19 covid19 ولوقف ال",Swat,0,0,1,0,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,1,1,108,77,ar
انا طالب في هندسة القاهرة كريدت و عندي كورونا انا هنزل امتحن علشان مقدرش اعمل اعتذار لان انا حالتي المادية متسمحش اني,"El Qaliobia, El Qanater, Egypt",9,14,79,88,ar
توزيع لقاحات كورونا يشجع السياح لزيارة مدنهم المفضلة بعد عام مليء بالصعوباتالتفاصيل اقتصادالشرق,unknown,0,0,0,0,ar
ارتفاع اصابات كورونا مرة أخرى مع التحذير من موجه قريبه قوية واعتماد الاونلاين في كثير من الدول فمطالبنا نحن الطلا,"El Gharbia, Egypt",0,0,2,3,ar
كاروناكاناي انا سلالة جديدة من كورونا,المملكة العربية السعودية,0,0,0,0,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,1,1,109,78,ar
وفي الاخر مات ربنا يرحمهوكذلك اللي عندهم كورونا عمركم ما هتقنعوني انهم هيضيعو سنه من عمرهم عشان ميعدوش زمايلهم  ياريسا,unknown,1,1,109,78,ar
